dataset;alpha;random_state;KM_1;KM_2;baseline_dedpul;dedpul;e1_en;e3_en;em_en;random_dedpul
landsat;0,95;4;0,019899999999999918;0,0040000000000000036;0,16079999999999994;0,0015000000000000568;0,11119999999999997;0,19629999999999992;0,017400000000000082;0,0017000000000000348
landsat;0,95;5;0,019899999999999918;0,0040000000000000036;0,13539999999999996;0,0013999999999999568;0,118;0,27359999999999995;0,014000000000000012;0,0012999999999999678
landsat;0,95;6;0,019899999999999918;0,0040000000000000036;0,12479999999999991;0,0021999999999999797;0,1157999999999999;0,23909999999999998;0,013900000000000023;0,0025999999999999357
landsat;0,95;7;0,019899999999999918;0,0040000000000000036;0,1512;0,0022000000000000908;0,10919999999999996;0,2641;0,018400000000000083;0,0019000000000000128
landsat;0,95;8;0,019899999999999918;0,0040000000000000036;0,14279999999999993;0,0007000000000000339;0,11019999999999996;0,19999999999999996;0,01650000000000007;0,0006999999999999229
landsat;0,95;9;0,019899999999999918;0,0040000000000000036;0,16599999999999993;0,006800000000000028;0,10309999999999997;0,25449999999999995;0,019100000000000006;0,00039999999999995595
mnist_1;0,05;0;0,6241;0,060899999999999996;0,04239999999999999;0,005700000000000004;0,05;0,32180000000000003;0,9398;0,019000000000000003
mnist_1;0,05;1;0,05;0,05;0,0752;0,034;0,05;0,2811;0,236;0,027200000000000002
mnist_1;0,05;2;0,05;0,05;0,2587;0,0615;0,05;0,3482;0,266;0,011099999999999999
mnist_1;0,05;3;0,05;0,05;0,0271;0,0307;0,05;0,2816;0,23100000000000004;0,016800000000000002
mnist_1;0,05;4;0,6596;0,0657;0,07809999999999999;0,0688;0,05;0,3195;0,29100000000000004;0,0339
mnist_1;0,05;5;0,5491999999999999;0,1143;0,2979;0,0542;0,05;0,38580000000000003;0,422;0,030799999999999994
mnist_1;0,05;6;0,5002;0,050199999999999995;0,131;0,00020000000000000573;0,05;0,2876;0,9219999999999999;0,0020000000000000018
mnist_1;0,05;7;0,05;0,05;0,05109999999999999;0,0388;0,05;0,2768;0,277;0,020700000000000003
mnist_1;0,05;8;0,05;0,05;0,1899;0,2891;0,05;0,30870000000000003;0,867;0,1335
mnist_1;0,05;9;0,6414;0,0652;0,0509;0,2218;0,05;0,31930000000000003;0,8939999999999999;0,0286
mnist_1;0,25;0;0,004300000000000026;0,12040000000000001;0,0494;0,0577;0,2281;0,1789;0,722;0,05560000000000001
mnist_1;0,25;1;0,016900000000000026;0,0986;0,02310000000000001;0,027200000000000002;0,2102;0,22749999999999998;0,16799999999999998;0,009300000000000003
mnist_1;0,25;2;0,0368;0,057499999999999996;0,08129999999999998;0,006199999999999983;0,2124;0,2691;0,252;0,006199999999999983
mnist_1;0,25;3;0,04299999999999998;0,08760000000000001;0,009800000000000003;0,01419999999999999;0,2066;0,2479;0,15600000000000003;0,0131
mnist_1;0,25;4;0,0529;0,0504;0,08479999999999999;0,015199999999999991;0,2051;0,26139999999999997;0,685;0,02679999999999999
mnist_1;0,25;5;0,08700000000000002;0,08049999999999999;0,0242;0,12090000000000001;0,1756;0,27090000000000003;0,172;0,01429999999999998
mnist_1;0,25;6;0,0398;0,0504;0,04570000000000002;0,09000000000000002;0,1794;0,235;0,21100000000000002;0,37639999999999996
mnist_1;0,25;7;0,0398;0,060200000000000004;0,07790000000000002;0,07440000000000002;0,1925;0,2486;0,202;0,016999999999999987
mnist_1;0,25;8;0,192;0,1351;0,017600000000000005;0,1516;0,2289;0,23149999999999998;0,734;0,027200000000000002
mnist_1;0,25;9;0,05980000000000002;0,0826;0,029600000000000015;0,0247;0,2047;0,2378;0,672;0,0126
mnist_1;0,5;0;0,09150000000000003;0,1149;0,03410000000000002;0,021600000000000008;0,23349999999999999;0,13349999999999995;0,134;0,017799999999999983
mnist_1;0,5;1;0,09150000000000003;0,1357;0,02300000000000002;0,09819999999999995;0,2289;0,14790000000000003;0,08299999999999996;0,010000000000000009
mnist_1;0,5;2;0,06519999999999998;0,09760000000000002;0,0009000000000000119;0,04299999999999998;0,22610000000000002;0,13770000000000004;0,07399999999999995;0,0262
mnist_1;0,5;3;0,0721;0,10360000000000003;0,06420000000000003;0,030299999999999994;0,173;0,1663;0,4234;0,026800000000000046
mnist_1;0,5;4;0,08529999999999999;0,12030000000000002;0,018799999999999983;0,03710000000000002;0,2303;0,12829999999999997;0,05500000000000005;0,030100000000000016
mnist_1;0,5;5;0,0721;0,09760000000000002;0,03620000000000001;0,02739999999999998;0,2047;0,14249999999999996;0,129;0,005800000000000027
mnist_1;0,5;6;0,057999999999999996;0,07879999999999998;0,01429999999999998;0,0008000000000000229;0,20679999999999998;0,13870000000000005;0,14700000000000002;0,011400000000000021
mnist_1;0,5;7;0,057999999999999996;0,09760000000000002;0,05249999999999999;0,020799999999999985;0,2027;0,1431;0,16100000000000003;0,019899999999999973
mnist_1;0,5;8;0,05070000000000002;0,07879999999999998;0,0039000000000000146;0,10799999999999998;0,2153;0,1614;0,15000000000000002;0,0131
mnist_1;0,5;9;0,05070000000000002;0,09760000000000002;0,006900000000000017;0,0017000000000000348;0,1815;0,1603;0,47819999999999996;0,0019000000000000128
mnist_1;0,75;0;0,12290000000000001;0,10799999999999998;0,012700000000000045;0,01849999999999996;0,20079999999999998;0,054200000000000026;0,22709999999999997;0,01419999999999999
mnist_1;0,75;1;0,12290000000000001;0,10799999999999998;0,005900000000000016;0,013700000000000045;0,1896;0,049000000000000044;0,04600000000000004;0,011600000000000055
mnist_1;0,75;2;0,12290000000000001;0,10799999999999998;0,012800000000000034;0,05600000000000005;0,1905;0,058599999999999985;0,06999999999999995;0,0131
mnist_1;0,75;3;0,09230000000000005;0,07589999999999997;0,01759999999999995;0,03700000000000003;0,1622;0,05459999999999998;0,24260000000000004;0,010700000000000043
mnist_1;0,75;4;0,12290000000000001;0,10799999999999998;0,010000000000000009;0,010700000000000043;0,16180000000000005;0,05279999999999996;0,12009999999999998;0,013900000000000023
mnist_1;0,75;5;0,10799999999999998;0,09230000000000005;0,0008000000000000229;0,008600000000000052;0,16600000000000004;0,054200000000000026;0,23199999999999998;0,018399999999999972
mnist_1;0,75;6;0,12290000000000001;0,09230000000000005;0,0007000000000000339;0,023700000000000054;0,1743;0,06289999999999996;0,04500000000000004;0,0012999999999999678
mnist_1;0,75;7;0,12290000000000001;0,10799999999999998;0,012399999999999967;9,999999999998899e-05;0,1754;0,05879999999999996;0,22740000000000005;0,0040999999999999925
mnist_1;0,75;8;0,10799999999999998;0,09230000000000005;0,0050000000000000044;0,006199999999999983;0,16059999999999997;0,058499999999999996;0,1109;0,0032999999999999696
mnist_1;0,75;9;0,1372;0,12290000000000001;0,007499999999999951;0,012499999999999956;0,19299999999999995;0,04259999999999997;0,01100000000000001;0,007499999999999951
mnist_1;0,95;0;0,1795;0,10719999999999996;0,09139999999999993;0,0020000000000000018;0,14269999999999994;0,24159999999999993;0,020400000000000085;0,005599999999999938
mnist_1;0,95;1;0,15679999999999994;0,10719999999999996;0,05740000000000001;0,009699999999999931;0,1499999999999999;0,19199999999999995;0,017300000000000093;0,012199999999999989
mnist_1;0,95;2;0,1795;0,10719999999999996;0,10209999999999997;0,0014999999999999458;0,1431;0,2531;0,019100000000000006;0,00539999999999996
mnist_1;0,95;3;0,15679999999999994;0,10719999999999996;0,0686;0,0008999999999999009;0,13419999999999999;0,21499999999999997;0,017900000000000027;0,0030000000000000027
mnist_1;0,95;4;0,1795;0,10719999999999996;0,0947;0,0020000000000000018;0,13079999999999992;0,20499999999999996;0,014500000000000068;0,009099999999999997
mnist_1;0,95;5;0,1795;0,10719999999999996;0,05599999999999994;0,006199999999999983;0,12429999999999997;0,20599999999999996;0,017800000000000038;0,00759999999999994
mnist_1;0,95;6;0,1795;0,10719999999999996;0,132;0,011600000000000055;0,14589999999999992;0,247;0,02740000000000009;0,012900000000000023
mnist_1;0,95;7;0,1795;0,10719999999999996;0,0938;0,0036999999999999256;0,1389999999999999;0,27859999999999996;0,022199999999999998;0,007199999999999984
mnist_1;0,95;8;0,15679999999999994;0,07999999999999996;0,06299999999999994;0,0038999999999999035;0,12769999999999992;0,1902999999999999;0,022800000000000042;0,0009000000000000119
mnist_1;0,95;9;0,1795;0,13279999999999992;0,07999999999999996;0,006099999999999994;0,14849999999999997;0,21849999999999992;0,01430000000000009;0,008499999999999952
mnist_2;0,05;0;0,5628;0,0896;0,0823;0,012999999999999998;0,05;0,3401;0,392;0,010799999999999997
mnist_2;0,05;1;0,6596;0,0841;0,24380000000000002;0,1894;0,05;0,3728;0,397;0,15539999999999998
mnist_2;0,05;2;0,05;0,05;0,032299999999999995;0,035;0,05;0,30360000000000004;0,876;0,047
mnist_2;0,05;3;0,6414;0,11739999999999999;0,0353;0,025700000000000004;0,05;0,319;0,867;0,007599999999999996
mnist_2;0,05;4;0,6241;0,12499999999999999;0,057800000000000004;0,041800000000000004;0,05;0,3494;0,366;0,041999999999999996
mnist_2;0,05;5;0,05;0,05;0,07740000000000001;0,0001999999999999988;0,05;0,3401;0,40700000000000003;0,016299999999999995
mnist_2;0,05;6;0,5628;0,08819999999999999;0,0739;0,0349;0,05;0,35760000000000003;0,402;0,0567
mnist_2;0,05;7;0,6076999999999999;0,11839999999999999;0,0683;0,0556;0,05;0,312;0,325;0,0121
mnist_2;0,05;8;0,592;0,1385;0,19479999999999997;0,07559999999999999;0,05;0,3896;0,358;0,02779999999999999
mnist_2;0,05;9;0,6596;0,1153;0,1522;0,0493;0,05;0,35200000000000004;0,317;0,0436
mnist_2;0,25;0;0,24020000000000002;0,04299999999999998;0,013600000000000001;0,06989999999999999;0,25;0,2289;0,29900000000000004;0,07400000000000001
mnist_2;0,25;1;0,3117;0,07090000000000002;0,06309999999999999;0,029000000000000026;0,2028;0,30100000000000005;0,599;0,01899999999999999
mnist_2;0,25;2;0,2314;0,08700000000000002;0,059099999999999986;0,02589999999999998;0,25;0,2672;0,271;0,035
mnist_2;0,25;3;0,3002;0,0912;0,04150000000000001;0,06889999999999999;0,25;0,2267;0,643;0,058499999999999996
mnist_2;0,25;4;0,26849999999999996;0,10010000000000002;0,031299999999999994;0,026600000000000013;0,2454;0,2741;0,22099999999999997;0,02729999999999999
mnist_2;0,25;5;0,3002;0,11930000000000002;0,015600000000000003;0,007599999999999996;0,25;0,2673;0,30200000000000005;0,0010999999999999899
mnist_2;0,25;6;0,2892;0,07869999999999999;0,02510000000000001;0,0416;0,25;0,257;0,29800000000000004;0,03900000000000001
mnist_2;0,25;7;0,26849999999999996;0,07479999999999998;0,01050000000000001;0,059599999999999986;0,25;0,26549999999999996;0,245;0,0547
mnist_2;0,25;8;0,24930000000000002;0,10470000000000002;0,0648;0,03520000000000001;0,25;0,2424;0,31200000000000006;0,05260000000000001
mnist_2;0,25;9;0,3002;0,07869999999999999;0,021199999999999997;0,06359999999999999;0,25;0,23049999999999998;0,23099999999999998;0,06059999999999999
mnist_2;0,5;0;0,08609999999999995;0,11280000000000001;0,0011999999999999789;0,021799999999999986;0,2385;0,17669999999999997;0,18700000000000006;0,03320000000000001
mnist_2;0,5;1;0,06169999999999998;0,11280000000000001;0,00880000000000003;0,02080000000000004;0,2529;0,1785;0,46799999999999997;0,011199999999999988
mnist_2;0,5;2;0,07369999999999999;0,11280000000000001;0,021100000000000008;0,008699999999999986;0,2254;0,16349999999999998;0,11599999999999999;0,008599999999999997
mnist_2;0,5;3;0,07369999999999999;0,11280000000000001;0,018100000000000005;0,010599999999999998;0,2756;0,17779999999999996;0,19099999999999995;0,03460000000000002
mnist_2;0,5;4;0,05020000000000002;0,09919999999999995;0,0004999999999999449;0,011299999999999977;0,27959999999999996;0,1532;0,4919;0,0232
mnist_2;0,5;5;0,05070000000000002;0,1357;0,008099999999999996;0,2027;0,2988;0,14329999999999998;0,19699999999999995;0,016000000000000014
mnist_2;0,5;6;0,027000000000000024;0,1149;0,03259999999999996;0,017400000000000027;0,27090000000000003;0,17500000000000004;0,15200000000000002;0,03970000000000001
mnist_2;0,5;7;0,05020000000000002;0,09919999999999995;0,022299999999999986;0,0014999999999999458;0,2686;0,16900000000000004;0,483;0,03970000000000001
mnist_2;0,5;8;0,08609999999999995;0,1271;0,017100000000000004;0,02779999999999999;0,2898;0,15169999999999995;0,16300000000000003;0,040600000000000025
mnist_2;0,5;9;0,06169999999999998;0,08609999999999995;0,02100000000000002;0,021199999999999997;0,2476;0,1642;0,15100000000000002;0,029200000000000004
mnist_2;0,75;0;0,09230000000000005;0,10799999999999998;0,00019999999999997797;0,01849999999999996;0,21309999999999996;0,06699999999999995;0,14700000000000002;0,020199999999999996
mnist_2;0,75;1;0,09230000000000005;0,12290000000000001;0,0033999999999999586;0,031399999999999983;0,23770000000000002;0,05449999999999999;0,06999999999999995;0,021599999999999953
mnist_2;0,75;2;0,07589999999999997;0,09230000000000005;0,024700000000000055;0,0004999999999999449;0,20140000000000002;0,07750000000000001;0,14339999999999997;0,0041999999999999815
mnist_2;0,75;3;0,09230000000000005;0,12290000000000001;0,020100000000000007;0,03380000000000005;0,2559;0,050000000000000044;0,03200000000000003;0,02839999999999998
mnist_2;0,75;4;0,07589999999999997;0,09230000000000005;0,0010000000000000009;0,010499999999999954;0,1987;0,06720000000000004;0,15839999999999999;0,010099999999999998
mnist_2;0,75;5;0,07589999999999997;0,10799999999999998;0,008499999999999952;0,024599999999999955;0,24129999999999996;0,05449999999999999;0,07299999999999995;0,03259999999999996
mnist_2;0,75;6;0,10799999999999998;0,12290000000000001;0,03080000000000005;0,031000000000000028;0,24339999999999995;0,04749999999999999;0,07499999999999996;0,01649999999999996
mnist_2;0,75;7;0,09230000000000005;0,1372;0,013800000000000034;0,018199999999999994;0,21640000000000004;0,058499999999999996;0,2016;0,02190000000000003
mnist_2;0,75;8;0,0009000000000000119;0,0928;0,009299999999999975;0,0023999999999999577;0,21789999999999998;0,060899999999999954;0,22309999999999997;0,03190000000000004
mnist_2;0,75;9;0,10799999999999998;0,1372;0,035800000000000054;0,020000000000000018;0,24270000000000003;0,04139999999999999;0,17500000000000004;0,04459999999999997
mnist_2;0,95;0;0,10719999999999996;0,07999999999999996;0,10009999999999997;0,0022999999999999687;0,1866;0,3187;0,026600000000000068;0,008199999999999985
mnist_2;0,95;1;0,95;0,95;0,09349999999999992;0,000200000000000089;0,16079999999999994;0,21099999999999997;0,022600000000000064;0,00649999999999995
mnist_2;0,95;2;0,13279999999999992;0,07999999999999996;0,06729999999999992;0,0020000000000000018;0,15999999999999992;0,2532;0,027000000000000024;0,0024000000000000687
mnist_2;0,95;3;0,050999999999999934;0,049000000000000044;0,08989999999999998;0,010000000000000009;0,1963999999999999;0,23439999999999994;0,02729999999999999;0,011299999999999977
mnist_2;0,95;4;0,050999999999999934;0,049000000000000044;0,05109999999999992;0,0030999999999999917;0,17359999999999998;0,28159999999999996;0,027800000000000047;0,01529999999999998
mnist_2;0,95;5;0,13279999999999992;0,10719999999999996;0,1348999999999999;0,0021999999999999797;0,17399999999999993;0,27949999999999997;0,025900000000000034;0,0015999999999999348
mnist_2;0,95;6;0,13279999999999992;0,10719999999999996;0,07879999999999998;0,01200000000000001;0,1866;0,22129999999999994;0,026000000000000023;0,01200000000000001
mnist_2;0,95;7;0,95;0,95;0,06929999999999992;0,0020000000000000018;0,16099999999999992;0,31589999999999996;0,0242;0,0020000000000000018
mnist_2;0,95;8;0,95;0,95;0,08799999999999997;0,0046999999999999265;0,16789999999999994;0,27469999999999994;0,02080000000000004;0,009099999999999997
mnist_2;0,95;9;0,050999999999999934;0,049000000000000044;0,0895999999999999;0,008299999999999974;0,1945;0,26039999999999996;0,0243000000000001;0,009099999999999997
mnist_3;0,05;0;0,05;0,05;0,0634;0,004300000000000005;0,05;0,3116;0,307;0,011999999999999997
mnist_3;0,05;1;0,47869999999999996;0,15889999999999999;0,067;0,0262;0,05;0,3246;0,295;0,028700000000000003
mnist_3;0,05;2;0,05;0,05;0,0364;0,028200000000000003;0,05;0,3309;0,302;0,016300000000000002
mnist_3;0,05;3;0,05;0,05;0,1558;0,021400000000000002;0,05;0,3309;0,388;0,004700000000000003
mnist_3;0,05;4;0,05;0,05;0,1241;0,00020000000000000573;0,05;0,2974;0,875;0,014600000000000002
mnist_3;0,05;5;0,47869999999999996;0,11739999999999999;0,02439999999999999;0,040600000000000004;0,05;0,2864;0,9009999999999999;0,0296
mnist_3;0,05;6;0,592;0,11239999999999999;0,1133;0,5122;0,05;0,34240000000000004;0,9289999999999999;0,0378
mnist_3;0,05;7;0,44020000000000004;0,16560000000000002;0,1362;0,319;0,05;0,3627;0,9049999999999999;0,03169999999999999
mnist_3;0,05;8;0,46849999999999997;0,0989;0,02099999999999999;0,193;0,05;0,311;0,9390999999999999;0,3321
